,id,id_memoire,id_ech,Wilaya,Region,X,Y,Longitude,latitude,altitude,UD,LD,average profondeur,USDA Soil Taxonomy,pH,CE,CEC,A%,L%,S%,ALR(L),ALR(S),OM,AREA,PERIMETER,GEO2_7G_,GEO2_7G_ID,GLG,SNUM,FAOSOIL,DOMSOI,PHASE1,SQKM,SRTMGL1_band1,landcover,Band3,Band4,Band5,Band7,NDVI,wc2_1_30s_wind_12_Band_1,wc2_1_30s_wind_11_Band_1,wc2_1_30s_wind_10_Band_1,wc2_1_30s_wind_09_Band_1,wc2_1_30s_wind_08_Band_1,wc2_1_30s_wind_07_Band_1,wc2_1_30s_wind_06_Band_1,wc2_1_30s_wind_05_Band_1,wc2_1_30s_wind_04_Band_1,wc2_1_30s_wind_03_Band_1,wc2_1_30s_wind_02_Band_1,wc2_1_30s_wind_01_Band_1,wc2_1_30s_vapr_12_Band_1,wc2_1_30s_vapr_11_Band_1,wc2_1_30s_vapr_10_Band_1,wc2_1_30s_vapr_09_Band_1,wc2_1_30s_vapr_08_Band_1,wc2_1_30s_vapr_07_Band_1,wc2_1_30s_vapr_06_Band_1,wc2_1_30s_vapr_05_Band_1,wc2_1_30s_vapr_04_Band_1,wc2_1_30s_vapr_03_Band_1,wc2_1_30s_vapr_02_Band_1,wc2_1_30s_vapr_01_Band_1,wc2_1_30s_tmin_12_Band_1,wc2_1_30s_tmin_11_Band_1,wc2_1_30s_tmin_10_Band_1,wc2_1_30s_tmin_09_Band_1,wc2_1_30s_tmin_08_Band_1,wc2_1_30s_tmin_07_Band_1,wc2_1_30s_tmin_06_Band_1,wc2_1_30s_tmin_05_Band_1,wc2_1_30s_tmin_04_Band_1,wc2_1_30s_tmin_03_Band_1,wc2_1_30s_tmin_02_Band_1,wc2_1_30s_tmin_01_Band_1,wc2_1_30s_tmax_12_Band_1,wc2_1_30s_tmax_11_Band_1,wc2_1_30s_tmax_10_Band_1,wc2_1_30s_tmax_09_Band_1,wc2_1_30s_tmax_08_Band_1,wc2_1_30s_tmax_07_Band_1,wc2_1_30s_tmax_06_Band_1,wc2_1_30s_tmax_05_Band_1,wc2_1_30s_tmax_04_Band_1,wc2_1_30s_tmax_03_Band_1,wc2_1_30s_tmax_02_Band_1,wc2_1_30s_tmax_01_Band_1,wc2_1_30s_prec_12_Band_1,wc2_1_30s_prec_11_Band_1,wc2_1_30s_prec_10_Band_1,wc2_1_30s_prec_09_Band_1,wc2_1_30s_prec_08_Band_1,wc2_1_30s_prec_07_Band_1,wc2_1_30s_prec_06_Band_1,wc2_1_30s_prec_05_Band_1,wc2_1_30s_prec_04_Band_1,wc2_1_30s_prec_03_Band_1,wc2_1_30s_prec_02_Band_1,wc2_1_30s_prec_01_Band_1,wc2_1_30s_srad_12_Band_1,wc2_1_30s_srad_11_Band_1,wc2_1_30s_srad_10_Band_1,wc2_1_30s_srad_09_Band_1,wc2_1_30s_srad_08_Band_1,wc2_1_30s_srad_07_Band_1,wc2_1_30s_srad_06_Band_1,wc2_1_30s_srad_05_Band_1,wc2_1_30s_srad_04_Band_1,wc2_1_30s_srad_03_Band_1,wc2_1_30s_srad_02_Band_1,wc2_1_30s_srad_01_Band_1,wc2_1_30s_tavg_12_Band_1,wc2_1_30s_tavg_11_Band_1,wc2_1_30s_tavg_10_Band_1,wc2_1_30s_tavg_09_Band_1,wc2_1_30s_tavg_08_Band_1,wc2_1_30s_tavg_07_Band_1,wc2_1_30s_tavg_06_Band_1,wc2_1_30s_tavg_05_Band_1,wc2_1_30s_tavg_04_Band_1,wc2_1_30s_tavg_03_Band_1,wc2_1_30s_tavg_02_Band_1,wc2_1_30s_tavg_01_Band_1
53,54,21,16,Biskra,El Hadjeb. Ain Ben Noui,5 721 369 444,3 480 611 111,5.721369444444445,34.80611111111111,97.0,5,15,10.0,,7.926,0.344,8.332,4.932,9.331,86.477,0.276904241,1.24387666647671,1.215,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,83.0,8.0,16505.0,20325.0,23798.0,23106.0,0.078711783,2.5,2.700000048,2.900000095,3.299999952,3.400000095,3.700000048,4.300000191,4.300000191,4.699999809,4.099999905,3.599999905,2.700000048,0.899999976,1.070000052,1.360000014,1.649999976,1.669999957,1.570000052,1.460000038,1.230000019,100.999999,0.899999976,0.829999983,0.829999983,7.900000095,1.160000038,1.710000038,2.289999962,2.689999962,2.739999962,2.429999924,1.929999924,1.410000038,1.080000019,8.399999619,6.800000191,1.729999924,2.129999924,2.779999924,3.429999924,3.959999847,4.040000153,3.709999847,3.179999924,26.0,2.220000076,1.889999962,16.5,10.0,17.0,18.0,13.0,5.0,2.0,6.0,12.0,11.0,12.0,10.0,14.0,9364.0,11077.0,15194.0,20800.0,24862.0,27281.0,25935.0,25088.0,21736.0,17943.0,13851.0,10212.0,1.260000038,1.639999962,22.5,2.860000038,3.329999924,3.390000153,3.070000076,25.5,2.010000038,16.5,1.369999981,1.169999981
54,55,21,16,Biskra,El Hadjeb. Ain Ben Noui,5 721 369 444,3 480 611 111,5.721369444444445,34.80611111111111,97.0,15,30,22.5,,8.006,0.114,11.165,3.196,8.84,88.007,0.441844136,14.3990908741954,0.593,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,83.0,8.0,16505.0,20325.0,23798.0,23106.0,0.078711783,2.5,2.700000048,2.900000095,3.299999952,3.400000095,3.700000048,4.300000191,4.300000191,4.699999809,4.099999905,3.599999905,2.700000048,0.899999976,1.070000052,1.360000014,1.649999976,1.669999957,1.570000052,1.460000038,1.230000019,100.999999,0.899999976,0.829999983,0.829999983,7.900000095,1.160000038,1.710000038,2.289999962,2.689999962,2.739999962,2.429999924,1.929999924,1.410000038,1.080000019,8.399999619,6.800000191,1.729999924,2.129999924,2.779999924,3.429999924,3.959999847,4.040000153,3.709999847,3.179999924,26.0,2.220000076,1.889999962,16.5,10.0,17.0,18.0,13.0,5.0,2.0,6.0,12.0,11.0,12.0,10.0,14.0,9364.0,11077.0,15194.0,20800.0,24862.0,27281.0,25935.0,25088.0,21736.0,17943.0,13851.0,10212.0,1.260000038,1.639999962,22.5,2.860000038,3.329999924,3.390000153,3.070000076,25.5,2.010000038,16.5,1.369999981,1.169999981
55,56,21,16,Biskra,El Hadjeb. Ain Ben Noui,5 721 369 444,3 480 611 111,5.721369444444445,34.80611111111111,97.0,30,60,45.0,,8.097,0.065,10.607,2.178,11.212,86.502,0.71162322,15.9896627941857,0.174,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,83.0,8.0,16505.0,20325.0,23798.0,23106.0,0.078711783,2.5,2.700000048,2.900000095,3.299999952,3.400000095,3.700000048,4.300000191,4.300000191,4.699999809,4.099999905,3.599999905,2.700000048,0.899999976,1.070000052,1.360000014,1.649999976,1.669999957,1.570000052,1.460000038,1.230000019,100.999999,0.899999976,0.829999983,0.829999983,7.900000095,1.160000038,1.710000038,2.289999962,2.689999962,2.739999962,2.429999924,1.929999924,1.410000038,1.080000019,8.399999619,6.800000191,1.729999924,2.129999924,2.779999924,3.429999924,3.959999847,4.040000153,3.709999847,3.179999924,26.0,2.220000076,1.889999962,16.5,10.0,17.0,18.0,13.0,5.0,2.0,6.0,12.0,11.0,12.0,10.0,14.0,9364.0,11077.0,15194.0,20800.0,24862.0,27281.0,25935.0,25088.0,21736.0,17943.0,13851.0,10212.0,1.260000038,1.639999962,22.5,2.860000038,3.329999924,3.390000153,3.070000076,25.5,2.010000038,16.5,1.369999981,1.169999981
56,57,21,16,Biskra,El Hadjeb. Ain Ben Noui,5 721 369 444,3 480 611 111,5.721369444444445,34.80611111111111,97.0,60,100,80.0,,8.133,0.124,8.971,2.124,13.264,84.684,0.795517956,1.600644806,0.112,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,83.0,8.0,16505.0,20325.0,23798.0,23106.0,0.078711783,2.5,2.700000048,2.900000095,3.299999952,3.400000095,3.700000048,4.300000191,4.300000191,4.699999809,4.099999905,3.599999905,2.700000048,0.899999976,1.070000052,1.360000014,1.649999976,1.669999957,1.570000052,1.460000038,1.230000019,100.999999,0.899999976,0.829999983,0.829999983,7.900000095,1.160000038,1.710000038,2.289999962,2.689999962,2.739999962,2.429999924,1.929999924,1.410000038,1.080000019,8.399999619,6.800000191,1.729999924,2.129999924,2.779999924,3.429999924,3.959999847,4.040000153,3.709999847,3.179999924,26.0,2.220000076,1.889999962,16.5,10.0,17.0,18.0,13.0,5.0,2.0,6.0,12.0,11.0,12.0,10.0,14.0,9364.0,11077.0,15194.0,20800.0,24862.0,27281.0,25935.0,25088.0,21736.0,17943.0,13851.0,10212.0,1.260000038,1.639999962,22.5,2.860000038,3.329999924,3.390000153,3.070000076,25.5,2.010000038,16.5,1.369999981,1.169999981
57,58,21,17,Biskra,Zeribet El Ouad,6 425 194 444,3 470 161 111,6.425194444444445,34.70161111111111,44.0,0,5,2.5,,7.092,4.002,35.735,40.634,40.135,19.233,-0.005366416,-0.324842652,0.818,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,45.0,5.0,15637.0,18213.0,21444.0,20095.0,0.081473636,2.799999952,2.799999952,3.0,3.299999952,3.400000095,3.700000048,3.900000095,4.300000191,4.800000191,4.199999809,3.700000048,3.0,0.899999976,1.070000052,1.370000005,1.669999957,1.690000057,1.580000043,1.480000019,1.25,1.019999981,0.899999976,0.839999974,0.829999983,7.099999905,1.089999962,1.639999962,2.179999924,2.560000038,2.570000076,23.0,1.820000076,1.339999962,1.019999981,7.699999809,6.099999905,18.0,2.189999962,2.839999962,3.440000153,39.5,4.020000076,3.720000076,3.189999962,26.5,2.260000038,1.929999924,1.729999924,9.0,14.0,15.0,11.0,5.0,2.0,6.0,13.0,10.0,13.0,9.0,12.0,9591.0,11193.0,15193.0,20595.0,24937.0,27165.0,25512.0,24799.0,21404.0,17875.0,13949.0,10575.0,1.260000038,1.639999962,2.239999962,2.810000038,32.5,3.290000153,3.010000038,25.0,1.989999962,1.639999962,13.5,1.169999981
58,59,21,17,Biskra,Zeribet El Ouad,6 425 194 444,3 470 161 111,6.425194444444445,34.70161111111111,44.0,5,15,10.0,,7.292,3.496,33.525,42.96,40.402,16.632,-0.026661509,-0.412119897,0.665,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,45.0,5.0,15637.0,18213.0,21444.0,20095.0,0.081473636,2.799999952,2.799999952,3.0,3.299999952,3.400000095,3.700000048,3.900000095,4.300000191,4.800000191,4.199999809,3.700000048,3.0,0.899999976,1.070000052,1.370000005,1.669999957,1.690000057,1.580000043,1.480000019,1.25,1.019999981,0.899999976,0.839999974,0.829999983,7.099999905,1.089999962,1.639999962,2.179999924,2.560000038,2.570000076,23.0,1.820000076,1.339999962,1.019999981,7.699999809,6.099999905,18.0,2.189999962,2.839999962,3.440000153,39.5,4.020000076,3.720000076,3.189999962,26.5,2.260000038,1.929999924,1.729999924,9.0,14.0,15.0,11.0,5.0,2.0,6.0,13.0,10.0,13.0,9.0,12.0,9591.0,11193.0,15193.0,20595.0,24937.0,27165.0,25512.0,24799.0,21404.0,17875.0,13949.0,10575.0,1.260000038,1.639999962,2.239999962,2.810000038,32.5,3.290000153,3.010000038,25.0,1.989999962,1.639999962,13.5,1.169999981
59,60,21,17,Biskra,Zeribet El Ouad,6 425 194 444,3 470 161 111,6.425194444444445,34.70161111111111,44.0,15,30,22.5,,7.713,2.455,29.287,46.889,40.883,12.219,-0.059528306,-0.584035398,0.532,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,45.0,5.0,15637.0,18213.0,21444.0,20095.0,0.081473636,2.799999952,2.799999952,3.0,3.299999952,3.400000095,3.700000048,3.900000095,4.300000191,4.800000191,4.199999809,3.700000048,3.0,0.899999976,1.070000052,1.370000005,1.669999957,1.690000057,1.580000043,1.480000019,1.25,1.019999981,0.899999976,0.839999974,0.829999983,7.099999905,1.089999962,1.639999962,2.179999924,2.560000038,2.570000076,23.0,1.820000076,1.339999962,1.019999981,7.699999809,6.099999905,18.0,2.189999962,2.839999962,3.440000153,39.5,4.020000076,3.720000076,3.189999962,26.5,2.260000038,1.929999924,1.729999924,9.0,14.0,15.0,11.0,5.0,2.0,6.0,13.0,10.0,13.0,9.0,12.0,9591.0,11193.0,15193.0,20595.0,24937.0,27165.0,25512.0,24799.0,21404.0,17875.0,13949.0,10575.0,1.260000038,1.639999962,2.239999962,2.810000038,32.5,3.290000153,3.010000038,25.0,1.989999962,1.639999962,13.5,1.169999981
60,61,21,17,Biskra,Zeribet El Ouad,6 425 194 444,3 470 161 111,6.425194444444445,34.70161111111111,44.0,30,60,45.0,,7.892,2.15,29.835,43.08,40.629,16.354,-0.025439662,-0.420651802,1.548,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,45.0,5.0,15637.0,18213.0,21444.0,20095.0,0.081473636,2.799999952,2.799999952,3.0,3.299999952,3.400000095,3.700000048,3.900000095,4.300000191,4.800000191,4.199999809,3.700000048,3.0,0.899999976,1.070000052,1.370000005,1.669999957,1.690000057,1.580000043,1.480000019,1.25,1.019999981,0.899999976,0.839999974,0.829999983,7.099999905,1.089999962,1.639999962,2.179999924,2.560000038,2.570000076,23.0,1.820000076,1.339999962,1.019999981,7.699999809,6.099999905,18.0,2.189999962,2.839999962,3.440000153,39.5,4.020000076,3.720000076,3.189999962,26.5,2.260000038,1.929999924,1.729999924,9.0,14.0,15.0,11.0,5.0,2.0,6.0,13.0,10.0,13.0,9.0,12.0,9591.0,11193.0,15193.0,20595.0,24937.0,27165.0,25512.0,24799.0,21404.0,17875.0,13949.0,10575.0,1.260000038,1.639999962,2.239999962,2.810000038,32.5,3.290000153,3.010000038,25.0,1.989999962,1.639999962,13.5,1.169999981
61,62,21,17,Biskra,Zeribet El Ouad,6 425 194 444,3 470 161 111,6.425194444444445,34.70161111111111,44.0,60,100,80.0,,7.852,2.355,32.059,38.454,40.227,21.44,0.019576011,-0.253716854,2.395,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,45.0,5.0,15637.0,18213.0,21444.0,20095.0,0.081473636,2.799999952,2.799999952,3.0,3.299999952,3.400000095,3.700000048,3.900000095,4.300000191,4.800000191,4.199999809,3.700000048,3.0,0.899999976,1.070000052,1.370000005,1.669999957,1.690000057,1.580000043,1.480000019,1.25,1.019999981,0.899999976,0.839999974,0.829999983,7.099999905,1.089999962,1.639999962,2.179999924,2.560000038,2.570000076,23.0,1.820000076,1.339999962,1.019999981,7.699999809,6.099999905,18.0,2.189999962,2.839999962,3.440000153,39.5,4.020000076,3.720000076,3.189999962,26.5,2.260000038,1.929999924,1.729999924,9.0,14.0,15.0,11.0,5.0,2.0,6.0,13.0,10.0,13.0,9.0,12.0,9591.0,11193.0,15193.0,20595.0,24937.0,27165.0,25512.0,24799.0,21404.0,17875.0,13949.0,10575.0,1.260000038,1.639999962,2.239999962,2.810000038,32.5,3.290000153,3.010000038,25.0,1.989999962,1.639999962,13.5,1.169999981
62,63,21,18,Biskra,Zeribet El Ouad,6 454 083 333,34 695 475,6.454083333333333,34.695474999999995,44.0,0,5,2.5,,7.822,3.955,40.072,40.734,40.031,19.485,-0.007560726,-0.320256756,2.07,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,45.0,8.0,18307.0,21542.0,24550.0,24229.0,0.065260783,2.799999952,2.799999952,3.0,3.299999952,3.299999952,3.599999905,4.0,4.199999809,4.800000191,4.199999809,3.700000048,3.099999905,0.899999976,1.070000052,1.370000005,1.679999948,1.690000057,1.580000043,1.480000019,1.25,1.019999981,0.899999976,0.839999974,0.829999983,7.099999905,1.089999962,1.639999962,2.179999924,2.560000038,2.570000076,2.289999962,1.820000076,1.339999962,1.019999981,7.699999809,6.099999905,18.0,2.189999962,28.5,3.440000153,39.5,4.020000076,3.720000076,3.189999962,2.660000038,2.270000076,1.939999962,1.729999924,9.0,14.0,15.0,11.0,5.0,2.0,6.0,13.0,10.0,12.0,9.0,12.0,9600.0,11153.0,15196.0,20591.0,24875.0,26966.0,25563.0,24745.0,21395.0,17905.0,13899.0,10560.0,1.260000038,1.639999962,2.239999962,2.810000038,32.5,33.0,3.010000038,25.0,20.0,16.5,13.5,1.169999981
63,64,21,18,Biskra,Zeribet El Ouad,6 454 083 333,34 695 475,6.454083333333333,34.695474999999995,44.0,5,15,10.0,,7.815,3.727,39.766,40.596,40.725,17.899,0.001377742,-0.355654583,1.616,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,45.0,8.0,18307.0,21542.0,24550.0,24229.0,0.065260783,2.799999952,2.799999952,3.0,3.299999952,3.299999952,3.599999905,4.0,4.199999809,4.800000191,4.199999809,3.700000048,3.099999905,0.899999976,1.070000052,1.370000005,1.679999948,1.690000057,1.580000043,1.480000019,1.25,1.019999981,0.899999976,0.839999974,0.829999983,7.099999905,1.089999962,1.639999962,2.179999924,2.560000038,2.570000076,2.289999962,1.820000076,1.339999962,1.019999981,7.699999809,6.099999905,18.0,2.189999962,28.5,3.440000153,39.5,4.020000076,3.720000076,3.189999962,2.660000038,2.270000076,1.939999962,1.729999924,9.0,14.0,15.0,11.0,5.0,2.0,6.0,13.0,10.0,12.0,9.0,12.0,9600.0,11153.0,15196.0,20591.0,24875.0,26966.0,25563.0,24745.0,21395.0,17905.0,13899.0,10560.0,1.260000038,1.639999962,2.239999962,2.810000038,32.5,33.0,3.010000038,25.0,20.0,16.5,13.5,1.169999981
64,65,21,18,Biskra,Zeribet El Ouad,6 454 083 333,34 695 475,6.454083333333333,34.695474999999995,44.0,15,30,22.5,,7.801,3.199,38.747,40.486,41.935,15.012,0.015271669,-0.430866422,0.775,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,45.0,8.0,18307.0,21542.0,24550.0,24229.0,0.065260783,2.799999952,2.799999952,3.0,3.299999952,3.299999952,3.599999905,4.0,4.199999809,4.800000191,4.199999809,3.700000048,3.099999905,0.899999976,1.070000052,1.370000005,1.679999948,1.690000057,1.580000043,1.480000019,1.25,1.019999981,0.899999976,0.839999974,0.829999983,7.099999905,1.089999962,1.639999962,2.179999924,2.560000038,2.570000076,2.289999962,1.820000076,1.339999962,1.019999981,7.699999809,6.099999905,18.0,2.189999962,28.5,3.440000153,39.5,4.020000076,3.720000076,3.189999962,2.660000038,2.270000076,1.939999962,1.729999924,9.0,14.0,15.0,11.0,5.0,2.0,6.0,13.0,10.0,12.0,9.0,12.0,9600.0,11153.0,15196.0,20591.0,24875.0,26966.0,25563.0,24745.0,21395.0,17905.0,13899.0,10560.0,1.260000038,1.639999962,2.239999962,2.810000038,32.5,33.0,3.010000038,25.0,20.0,16.5,13.5,1.169999981
65,66,21,18,Biskra,Zeribet El Ouad,6 454 083 333,34 695 475,6.454083333333333,34.695474999999995,44.0,30,60,45.0,,7.798,2.705,36.188,41.463,41.034,16.349,-0.004516972,-0.404169633,1.069,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,45.0,8.0,18307.0,21542.0,24550.0,24229.0,0.065260783,2.799999952,2.799999952,3.0,3.299999952,3.299999952,3.599999905,4.0,4.199999809,4.800000191,4.199999809,3.700000048,3.099999905,0.899999976,1.070000052,1.370000005,1.679999948,1.690000057,1.580000043,1.480000019,1.25,1.019999981,0.899999976,0.839999974,0.829999983,7.099999905,1.089999962,1.639999962,2.179999924,2.560000038,2.570000076,2.289999962,1.820000076,1.339999962,1.019999981,7.699999809,6.099999905,18.0,2.189999962,28.5,3.440000153,39.5,4.020000076,3.720000076,3.189999962,2.660000038,2.270000076,1.939999962,1.729999924,9.0,14.0,15.0,11.0,5.0,2.0,6.0,13.0,10.0,12.0,9.0,12.0,9600.0,11153.0,15196.0,20591.0,24875.0,26966.0,25563.0,24745.0,21395.0,17905.0,13899.0,10560.0,1.260000038,1.639999962,2.239999962,2.810000038,32.5,33.0,3.010000038,25.0,20.0,16.5,13.5,1.169999981
66,67,21,18,Biskra,Zeribet El Ouad,6 454 083 333,34 695 475,6.454083333333333,34.695474999999995,44.0,60,100,80.0,,7.801,2.545,34.632,42.27,39.82,18.612,-0.025931095,-0.356239307,1.654,3.28046,36.00955,784.0,1085.0,Q,1838.0,Yk14-2a,Yk,,8945.0,45.0,8.0,18307.0,21542.0,24550.0,24229.0,0.065260783,2.799999952,2.799999952,3.0,3.299999952,3.299999952,3.599999905,4.0,4.199999809,4.800000191,4.199999809,3.700000048,3.099999905,0.899999976,1.070000052,1.370000005,1.679999948,1.690000057,1.580000043,1.480000019,1.25,1.019999981,0.899999976,0.839999974,0.829999983,7.099999905,1.089999962,1.639999962,2.179999924,2.560000038,2.570000076,2.289999962,1.820000076,1.339999962,1.019999981,7.699999809,6.099999905,18.0,2.189999962,28.5,3.440000153,39.5,4.020000076,3.720000076,3.189999962,2.660000038,2.270000076,1.939999962,1.729999924,9.0,14.0,15.0,11.0,5.0,2.0,6.0,13.0,10.0,12.0,9.0,12.0,9600.0,11153.0,15196.0,20591.0,24875.0,26966.0,25563.0,24745.0,21395.0,17905.0,13899.0,10560.0,1.260000038,1.639999962,2.239999962,2.810000038,32.5,33.0,3.010000038,25.0,20.0,16.5,13.5,1.169999981
67,68,21,19,Biskra,El Outaya,5 632 847 222,3 490 718 611,5.632847222222223,34.90718611111111,198.0,0,5,2.5,,7.078,0.893,39.396,32.966,42.073,24.962,0.105937094,-0.120787007,1.731,3.28046,36.00955,784.0,1085.0,Q,1834.0,Yk11-1/2ab,Yk,4.0,49191.0,196.0,5.0,17361.0,21331.0,26049.0,25298.0,0.099577881,2.799999952,2.799999952,3.099999905,3.400000095,3.299999952,3.700000048,4.0,4.199999809,4.599999905,4.099999905,3.599999905,2.799999952,0.870000005,1.039999962,1.309999943,1.590000033,1.600000024,150.999999,1.419999957,1.200000048,0.980000019,0.870000005,0.810000002,0.810000002,6.699999809,1.060000038,1.589999962,2.160000038,2.560000038,2.610000038,2.289999962,18.0,1.310000038,9.699999809,7.300000191,5.699999809,1.610000038,2.020000076,2.670000076,3.309999847,3.820000076,3.909999847,3.570000076,3.029999924,2.470000076,21.0,1.760000038,1.539999962,13.0,19.0,19.0,14.0,5.0,2.0,7.0,14.0,11.0,15.0,13.0,17.0,9475.0,11002.0,15164.0,20751.0,24730.0,27322.0,25728.0,24952.0,21562.0,17818.0,13774.0,10152.0,1.139999962,1.539999962,2.129999924,2.739999962,3.189999962,3.259999847,2.929999924,2.420000076,1.889999962,1.539999962,1.239999962,10.5
68,69,21,19,Biskra,El Outaya,5 632 847 222,3 490 718 611,5.632847222222223,34.90718611111111,198.0,5,15,10.0,,7.128,0.839,38.569,39.037,41.637,19.327,0.028002885,-0.305312099,1.562,3.28046,36.00955,784.0,1085.0,Q,1834.0,Yk11-1/2ab,Yk,4.0,49191.0,196.0,5.0,17361.0,21331.0,26049.0,25298.0,0.099577881,2.799999952,2.799999952,3.099999905,3.400000095,3.299999952,3.700000048,4.0,4.199999809,4.599999905,4.099999905,3.599999905,2.799999952,0.870000005,1.039999962,1.309999943,1.590000033,1.600000024,150.999999,1.419999957,1.200000048,0.980000019,0.870000005,0.810000002,0.810000002,6.699999809,1.060000038,1.589999962,2.160000038,2.560000038,2.610000038,2.289999962,18.0,1.310000038,9.699999809,7.300000191,5.699999809,1.610000038,2.020000076,2.670000076,3.309999847,3.820000076,3.909999847,3.570000076,3.029999924,2.470000076,21.0,1.760000038,1.539999962,13.0,19.0,19.0,14.0,5.0,2.0,7.0,14.0,11.0,15.0,13.0,17.0,9475.0,11002.0,15164.0,20751.0,24730.0,27322.0,25728.0,24952.0,21562.0,17818.0,13774.0,10152.0,1.139999962,1.539999962,2.129999924,2.739999962,3.189999962,3.259999847,2.929999924,2.420000076,1.889999962,1.539999962,1.239999962,10.5
69,70,21,19,Biskra,El Outaya,5 632 847 222,3 490 718 611,5.632847222222223,34.90718611111111,198.0,15,30,22.5,,7.22,0.772,35.997,51.98,40.179,7.841,-0.111837235,-0.821464905,1.204,3.28046,36.00955,784.0,1085.0,Q,1834.0,Yk11-1/2ab,Yk,4.0,49191.0,196.0,5.0,17361.0,21331.0,26049.0,25298.0,0.099577881,2.799999952,2.799999952,3.099999905,3.400000095,3.299999952,3.700000048,4.0,4.199999809,4.599999905,4.099999905,3.599999905,2.799999952,0.870000005,1.039999962,1.309999943,1.590000033,1.600000024,150.999999,1.419999957,1.200000048,0.980000019,0.870000005,0.810000002,0.810000002,6.699999809,1.060000038,1.589999962,2.160000038,2.560000038,2.610000038,2.289999962,18.0,1.310000038,9.699999809,7.300000191,5.699999809,1.610000038,2.020000076,2.670000076,3.309999847,3.820000076,3.909999847,3.570000076,3.029999924,2.470000076,21.0,1.760000038,1.539999962,13.0,19.0,19.0,14.0,5.0,2.0,7.0,14.0,11.0,15.0,13.0,17.0,9475.0,11002.0,15164.0,20751.0,24730.0,27322.0,25728.0,24952.0,21562.0,17818.0,13774.0,10152.0,1.139999962,1.539999962,2.129999924,2.739999962,3.189999962,3.259999847,2.929999924,2.420000076,1.889999962,1.539999962,1.239999962,10.5
70,71,21,19,Biskra,El Outaya,5 632 847 222,3 490 718 611,5.632847222222223,34.90718611111111,198.0,30,60,45.0,,7.189,1.021,30.18,58.44,36.495,5.065,-0.204476914,-10.6213083188054,1.032,3.28046,36.00955,784.0,1085.0,Q,1834.0,Yk11-1/2ab,Yk,4.0,49191.0,196.0,5.0,17361.0,21331.0,26049.0,25298.0,0.099577881,2.799999952,2.799999952,3.099999905,3.400000095,3.299999952,3.700000048,4.0,4.199999809,4.599999905,4.099999905,3.599999905,2.799999952,0.870000005,1.039999962,1.309999943,1.590000033,1.600000024,150.999999,1.419999957,1.200000048,0.980000019,0.870000005,0.810000002,0.810000002,6.699999809,1.060000038,1.589999962,2.160000038,2.560000038,2.610000038,2.289999962,18.0,1.310000038,9.699999809,7.300000191,5.699999809,1.610000038,2.020000076,2.670000076,3.309999847,3.820000076,3.909999847,3.570000076,3.029999924,2.470000076,21.0,1.760000038,1.539999962,13.0,19.0,19.0,14.0,5.0,2.0,7.0,14.0,11.0,15.0,13.0,17.0,9475.0,11002.0,15164.0,20751.0,24730.0,27322.0,25728.0,24952.0,21562.0,17818.0,13774.0,10152.0,1.139999962,1.539999962,2.129999924,2.739999962,3.189999962,3.259999847,2.929999924,2.420000076,1.889999962,1.539999962,1.239999962,10.5
