id,id_memoire,id_ech,Wilaya,Region,X,Y,Longitude,latitude,altitude,UD,LD,average profondeur,USDA Soil Taxonomy,pH,CE,CEC,A%,L%,S%,ALR(L),ALR(S),OM,AREA,PERIMETER,GEO2_7G_,GEO2_7G_ID,GLG,SNUM,FAOSOIL,DOMSOI,PHASE1,SQKM,SRTMGL1_band1,landcover,Band3,Band4,Band5,Band7,NDVI,wc2_1_30s_wind_12_Band_1,wc2_1_30s_wind_11_Band_1,wc2_1_30s_wind_10_Band_1,wc2_1_30s_wind_09_Band_1,wc2_1_30s_wind_08_Band_1,wc2_1_30s_wind_07_Band_1,wc2_1_30s_wind_06_Band_1,wc2_1_30s_wind_05_Band_1,wc2_1_30s_wind_04_Band_1,wc2_1_30s_wind_03_Band_1,wc2_1_30s_wind_02_Band_1,wc2_1_30s_wind_01_Band_1,wc2_1_30s_vapr_12_Band_1,wc2_1_30s_vapr_11_Band_1,wc2_1_30s_vapr_10_Band_1,wc2_1_30s_vapr_09_Band_1,wc2_1_30s_vapr_08_Band_1,wc2_1_30s_vapr_07_Band_1,wc2_1_30s_vapr_06_Band_1,wc2_1_30s_vapr_05_Band_1,wc2_1_30s_vapr_04_Band_1,wc2_1_30s_vapr_03_Band_1,wc2_1_30s_vapr_02_Band_1,wc2_1_30s_vapr_01_Band_1,wc2_1_30s_tmin_12_Band_1,wc2_1_30s_tmin_11_Band_1,wc2_1_30s_tmin_10_Band_1,wc2_1_30s_tmin_09_Band_1,wc2_1_30s_tmin_08_Band_1,wc2_1_30s_tmin_07_Band_1,wc2_1_30s_tmin_06_Band_1,wc2_1_30s_tmin_05_Band_1,wc2_1_30s_tmin_04_Band_1,wc2_1_30s_tmin_03_Band_1,wc2_1_30s_tmin_02_Band_1,wc2_1_30s_tmin_01_Band_1,wc2_1_30s_tmax_12_Band_1,wc2_1_30s_tmax_11_Band_1,wc2_1_30s_tmax_10_Band_1,wc2_1_30s_tmax_09_Band_1,wc2_1_30s_tmax_08_Band_1,wc2_1_30s_tmax_07_Band_1,wc2_1_30s_tmax_06_Band_1,wc2_1_30s_tmax_05_Band_1,wc2_1_30s_tmax_04_Band_1,wc2_1_30s_tmax_03_Band_1,wc2_1_30s_tmax_02_Band_1,wc2_1_30s_tmax_01_Band_1,wc2_1_30s_prec_12_Band_1,wc2_1_30s_prec_11_Band_1,wc2_1_30s_prec_10_Band_1,wc2_1_30s_prec_09_Band_1,wc2_1_30s_prec_08_Band_1,wc2_1_30s_prec_07_Band_1,wc2_1_30s_prec_06_Band_1,wc2_1_30s_prec_05_Band_1,wc2_1_30s_prec_04_Band_1,wc2_1_30s_prec_03_Band_1,wc2_1_30s_prec_02_Band_1,wc2_1_30s_prec_01_Band_1,wc2_1_30s_srad_12_Band_1,wc2_1_30s_srad_11_Band_1,wc2_1_30s_srad_10_Band_1,wc2_1_30s_srad_09_Band_1,wc2_1_30s_srad_08_Band_1,wc2_1_30s_srad_07_Band_1,wc2_1_30s_srad_06_Band_1,wc2_1_30s_srad_05_Band_1,wc2_1_30s_srad_04_Band_1,wc2_1_30s_srad_03_Band_1,wc2_1_30s_srad_02_Band_1,wc2_1_30s_srad_01_Band_1,wc2_1_30s_tavg_12_Band_1,wc2_1_30s_tavg_11_Band_1,wc2_1_30s_tavg_10_Band_1,wc2_1_30s_tavg_09_Band_1,wc2_1_30s_tavg_08_Band_1,wc2_1_30s_tavg_07_Band_1,wc2_1_30s_tavg_06_Band_1,wc2_1_30s_tavg_05_Band_1,wc2_1_30s_tavg_04_Band_1,wc2_1_30s_tavg_03_Band_1,wc2_1_30s_tavg_02_Band_1,wc2_1_30s_tavg_01_Band_1
77,21,20,Biskra,El Outaya,5 616 736 111,3 492 097 222,5Â° 37â€™ 00.25â€™â€™ E,34Â° 55â€™ 15.50â€™â€™ N,198,60,100,80,nan,7 085,3 691,40 102,"48,42",41 654,9 927,"-0,065368162","-0,688206853","0,446","3,28046","36,00955",784,1085,Q,1834,Yk11-1/2ab,Yk,4,49191,196,8,19388,23322,27542,26058,"0,082966342",2 700 000 048,2 799 999 952,3,3 400 000 095,3 299 999 952,3 700 000 048,4 099 999 905,4 199 999 809,4 599 999 905,4 099 999 905,3 599 999 905,2 700 000 048,"0,870000005",1 039 999 962,1 309 999 943,1 590 000 033,1 600 000 024,150 999 999,1 419 999 957,1 200 000 048,"0,980000019","0,870000005","0,810000002","0,810000002","6,5",1 039 999 962,1 569 999 981,2 139 999 962,2 539 999 962,2 579 999 924,2 260 000 038,1 779 999 924,1 289 999 962,9 600 000 381,7 099 999 905,"5,5",1 620 000 076,2 039 999 962,2 689 999 962,3 320 000 076,3 840 000 153,3 929 999 924,3 590 000 153,3 039 999 962,2 479 999 924,2 110 000 038,1 789 999 962,1 560 000 038,14,19,20,14,5,2,7,14,11,16,13,17,9283,10988,15116,20738,24723,27319,25783,24945,21483,17801,13673,10082,1 139 999 962,1 539 999 962,2 129 999 924,2 729 999 924,3 189 999 962,3 259 999 847,2 929 999 924,2 410 000 038,1 889 999 962,1 530 000 019,"12,5","10,5"
334,27,109,Batna,Fesdis,62 475,3 561 777 778,6Â° 14â€™ 51â€™â€™ E,35Â° 37â€™ 04â€™â€™ N,nan,0,5,"2,5",nan,"7,69","0,28",nan,25,30,45,"0,079181072","0,255272331","3,69","0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,947,7,11522,12341,20797,15242,"0,255175327",3,3 099 999 905,2 799 999 952,3,2 799 999 952,3 099 999 905,3 299 999 952,3 299 999 952,"3,5",3 400 000 095,3 700 000 048,3 099 999 905,"0,709999979","0,839999974",1 039 999 962,"1,25",125 999 999,1 179 999 948,1 149 999 976,1,"0,819999993","0,709999979","0,649999976","0,649999976",2 299 999 952,"5,5",9 600 000 381,1 389 999 962,1 639 999 962,1 660 000 038,1 410 000 038,9 399 999 619,6 099 999 905,3 400 000 095,1 600 000 024,1 100 000 024,"10,5",1 419 999 981,1 979 999 924,2 560 000 038,3 020 000 076,3 110 000 038,28,2 189 999 962,1 739 999 962,1 380 000 019,1 069 999 981,9 600 000 381,30,35,27,32,15,9,21,37,31,36,29,30,8626,10210,14212,19460,23837,26492,24936,23701,20130,16756,12381,9393,6 400 000 095,9 899 999 619,1 469 999 981,1 970 000 076,2 329 999 924,2 379 999 924,21,1 560 000 038,1 169 999 981,8 600 000 381,6 199 999 809,5 300 000 191
335,27,109,Batna,Fesdis,62 475,3 561 777 778,6Â° 14â€™ 51â€™â€™ E,35Â° 37â€™ 04â€™â€™ N,nan,5,15,10,nan,"7,69","0,28",nan,25,30,45,"0,079181072","0,255272331","3,69","0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,947,7,11522,12341,20797,15242,"0,255175327",3,3 099 999 905,2 799 999 952,3,2 799 999 952,3 099 999 905,3 299 999 952,3 299 999 952,"3,5",3 400 000 095,3 700 000 048,3 099 999 905,"0,709999979","0,839999974",1 039 999 962,"1,25",125 999 999,1 179 999 948,1 149 999 976,1,"0,819999993","0,709999979","0,649999976","0,649999976",2 299 999 952,"5,5",9 600 000 381,1 389 999 962,1 639 999 962,1 660 000 038,1 410 000 038,9 399 999 619,6 099 999 905,3 400 000 095,1 600 000 024,1 100 000 024,"10,5",1 419 999 981,1 979 999 924,2 560 000 038,3 020 000 076,3 110 000 038,28,2 189 999 962,1 739 999 962,1 380 000 019,1 069 999 981,9 600 000 381,30,35,27,32,15,9,21,37,31,36,29,30,8626,10210,14212,19460,23837,26492,24936,23701,20130,16756,12381,9393,6 400 000 095,9 899 999 619,1 469 999 981,1 970 000 076,2 329 999 924,2 379 999 924,21,1 560 000 038,1 169 999 981,8 600 000 381,6 199 999 809,5 300 000 191
336,27,109,Batna,Fesdis,62 475,3 561 777 778,6Â° 14â€™ 51â€™â€™ E,35Â° 37â€™ 04â€™â€™ N,nan,15,30,"22,5",nan,"7,69","0,28",nan,25,30,45,"0,079181072","0,255272331","3,69","0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,947,7,11522,12341,20797,15242,"0,255175327",3,3 099 999 905,2 799 999 952,3,2 799 999 952,3 099 999 905,3 299 999 952,3 299 999 952,"3,5",3 400 000 095,3 700 000 048,3 099 999 905,"0,709999979","0,839999974",1 039 999 962,"1,25",125 999 999,1 179 999 948,1 149 999 976,1,"0,819999993","0,709999979","0,649999976","0,649999976",2 299 999 952,"5,5",9 600 000 381,1 389 999 962,1 639 999 962,1 660 000 038,1 410 000 038,9 399 999 619,6 099 999 905,3 400 000 095,1 600 000 024,1 100 000 024,"10,5",1 419 999 981,1 979 999 924,2 560 000 038,3 020 000 076,3 110 000 038,28,2 189 999 962,1 739 999 962,1 380 000 019,1 069 999 981,9 600 000 381,30,35,27,32,15,9,21,37,31,36,29,30,8626,10210,14212,19460,23837,26492,24936,23701,20130,16756,12381,9393,6 400 000 095,9 899 999 619,1 469 999 981,1 970 000 076,2 329 999 924,2 379 999 924,21,1 560 000 038,1 169 999 981,8 600 000 381,6 199 999 809,5 300 000 191
337,27,109,Batna,Fesdis,62 475,3 561 777 778,6Â° 14â€™ 51â€™â€™ E,35Â° 37â€™ 04â€™â€™ N,nan,30,60,45,nan,"7,69","0,28",nan,25,30,45,"0,079181072","0,255272331","3,69","0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,947,7,11522,12341,20797,15242,"0,255175327",3,3 099 999 905,2 799 999 952,3,2 799 999 952,3 099 999 905,3 299 999 952,3 299 999 952,"3,5",3 400 000 095,3 700 000 048,3 099 999 905,"0,709999979","0,839999974",1 039 999 962,"1,25",125 999 999,1 179 999 948,1 149 999 976,1,"0,819999993","0,709999979","0,649999976","0,649999976",2 299 999 952,"5,5",9 600 000 381,1 389 999 962,1 639 999 962,1 660 000 038,1 410 000 038,9 399 999 619,6 099 999 905,3 400 000 095,1 600 000 024,1 100 000 024,"10,5",1 419 999 981,1 979 999 924,2 560 000 038,3 020 000 076,3 110 000 038,28,2 189 999 962,1 739 999 962,1 380 000 019,1 069 999 981,9 600 000 381,30,35,27,32,15,9,21,37,31,36,29,30,8626,10210,14212,19460,23837,26492,24936,23701,20130,16756,12381,9393,6 400 000 095,9 899 999 619,1 469 999 981,1 970 000 076,2 329 999 924,2 379 999 924,21,1 560 000 038,1 169 999 981,8 600 000 381,6 199 999 809,5 300 000 191
388,29,135,Batna,Fesdis,6 231 925,3 560 833 333,"06Â°13'54.93""E","35Â° 36' 30"" N",nan,0,5,"2,5",nan,7 876,"0,078",26 227,52 697,29 303,18,"-0,254873889","-0,466513469",7 189,"0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,961,7,15285,17943,23329,21306,"0,130500097",3 099 999 905,3 200 000 048,2 799 999 952,3,2 900 000 095,3 200 000 048,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,3 299 999 952,3,"0,699999988","0,839999974",1 049 999 952,"1,25",125 999 999,1 179 999 948,1 149 999 976,100 999 999,"0,819999993","0,709999979","0,649999976","0,649999976",2 299 999 952,"5,5",9 600 000 381,1 380 000 019,1 629 999 924,1 639 999 962,14,9 300 000 191,6,3 400 000 095,1 600 000 024,1 100 000 024,"10,5",1 419 999 981,1 979 999 924,"25,5",30,3 079 999 924,2 779 999 924,2 179 999 924,1 739 999 962,1 380 000 019,1 069 999 981,9 600 000 381,29,34,27,32,14,9,21,36,31,35,27,28,8807,10315,14256,19473,23972,26561,24942,23851,20148,16800,12533,9555,6 400 000 095,9 899 999 619,1 469 999 981,1 960 000 038,2 310 000 038,2 360 000 038,2 089 999 962,1 560 000 038,1 169 999 981,8 600 000 381,6 099 999 905,5 300 000 191
389,29,135,Batna,Fesdis,6 231 925,3 560 833 333,"06Â°13'54.93""E","35Â° 36' 30"" N",nan,5,15,10,nan,7 895,"0,126",26 291,53 707,28 293,18,"-0,278351975","-0,47475847",7 081,"0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,961,7,15285,17943,23329,21306,"0,130500097",3 099 999 905,3 200 000 048,2 799 999 952,3,2 900 000 095,3 200 000 048,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,3 299 999 952,3,"0,699999988","0,839999974",1 049 999 952,"1,25",125 999 999,1 179 999 948,1 149 999 976,100 999 999,"0,819999993","0,709999979","0,649999976","0,649999976",2 299 999 952,"5,5",9 600 000 381,1 380 000 019,1 629 999 924,1 639 999 962,14,9 300 000 191,6,3 400 000 095,1 600 000 024,1 100 000 024,"10,5",1 419 999 981,1 979 999 924,"25,5",30,3 079 999 924,2 779 999 924,2 179 999 924,1 739 999 962,1 380 000 019,1 069 999 981,9 600 000 381,29,34,27,32,14,9,21,36,31,35,27,28,8807,10315,14256,19473,23972,26561,24942,23851,20148,16800,12533,9555,6 400 000 095,9 899 999 619,1 469 999 981,1 960 000 038,2 310 000 038,2 360 000 038,2 089 999 962,1 560 000 038,1 169 999 981,8 600 000 381,6 099 999 905,5 300 000 191
390,29,135,Batna,Fesdis,6 231 925,3 560 833 333,"06Â°13'54.93""E","35Â° 36' 30"" N",nan,15,30,"22,5",nan,7 968,"0,315",26 545,57 706,24 294,18,"-0,37572202","-0,505948542",6 655,"0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,961,7,15285,17943,23329,21306,"0,130500097",3 099 999 905,3 200 000 048,2 799 999 952,3,2 900 000 095,3 200 000 048,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,3 299 999 952,3,"0,699999988","0,839999974",1 049 999 952,"1,25",125 999 999,1 179 999 948,1 149 999 976,100 999 999,"0,819999993","0,709999979","0,649999976","0,649999976",2 299 999 952,"5,5",9 600 000 381,1 380 000 019,1 629 999 924,1 639 999 962,14,9 300 000 191,6,3 400 000 095,1 600 000 024,1 100 000 024,"10,5",1 419 999 981,1 979 999 924,"25,5",30,3 079 999 924,2 779 999 924,2 179 999 924,1 739 999 962,1 380 000 019,1 069 999 981,9 600 000 381,29,34,27,32,14,9,21,36,31,35,27,28,8807,10315,14256,19473,23972,26561,24942,23851,20148,16800,12533,9555,6 400 000 095,9 899 999 619,1 469 999 981,1 960 000 038,2 310 000 038,2 360 000 038,2 089 999 962,1 560 000 038,1 169 999 981,8 600 000 381,6 099 999 905,5 300 000 191
391,29,135,Batna,Fesdis,6 231 925,3 560 833 333,"06Â°13'54.93""E","35Â° 36' 30"" N",nan,30,60,45,nan,8 027,"0,469","26,75",60 948,21 052,18,"-0,461666169","-0,529687025",6 309,"0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,961,7,15285,17943,23329,21306,"0,130500097",3 099 999 905,3 200 000 048,2 799 999 952,3,2 900 000 095,3 200 000 048,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,3 299 999 952,3,"0,699999988","0,839999974",1 049 999 952,"1,25",125 999 999,1 179 999 948,1 149 999 976,100 999 999,"0,819999993","0,709999979","0,649999976","0,649999976",2 299 999 952,"5,5",9 600 000 381,1 380 000 019,1 629 999 924,1 639 999 962,14,9 300 000 191,6,3 400 000 095,1 600 000 024,1 100 000 024,"10,5",1 419 999 981,1 979 999 924,"25,5",30,3 079 999 924,2 779 999 924,2 179 999 924,1 739 999 962,1 380 000 019,1 069 999 981,9 600 000 381,29,34,27,32,14,9,21,36,31,35,27,28,8807,10315,14256,19473,23972,26561,24942,23851,20148,16800,12533,9555,6 400 000 095,9 899 999 619,1 469 999 981,1 960 000 038,2 310 000 038,2 360 000 038,2 089 999 962,1 560 000 038,1 169 999 981,8 600 000 381,6 099 999 905,5 300 000 191
392,29,136,Batna,Fesdis,6 208 108 333,3 558 756 389,"06Â°12'29.19""E","35Â° 35'15.23""N",nan,0,5,"2,5",nan,7 558,"0,522",28 472,46 697,33 738,19 566,"-0,14116974","-0,377787024",7 664,"0,01208","0,61386",547,807,J,1772,Xh12-2a,Xh,4,7246,984,7,10701,11350,16669,14059,"0,189835469",3 299 999 952,3 299 999 952,2 900 000 095,3,3,3 200 000 048,3 200 000 048,"3,5",3 700 000 048,3 400 000 095,3 299 999 952,3 200 000 048,"0,699999988","0,829999983",1 049 999 952,124 000 001,124 000 001,1 169 999 957,1 139 999 986,"0,99000001","0,819999993","0,699999988","0,649999976","0,639999986",2 200 000 048,5 400 000 095,9 399 999 619,"13,5",1 589 999 962,16,1 360 000 038,8 899 999 619,5 800 000 191,3 200 000 048,1 399 999 976,"0,899999976",1 039 999 962,1 410 000 038,1 970 000 076,2 529 999 924,2 970 000 076,"30,5","27,5",2 160 000 038,1 729 999 924,1 369 999 981,1 060 000 038,9 600 000 381,29,33,26,33,15,8,20,35,31,36,27,28,8923,10359,14336,19446,24034,26559,25064,23913,20231,16826,12727,9727,6 300 000 191,9 800 000 191,"14,5",1 939 999 962,2 279 999 924,2 320 000 076,2 060 000 038,1 519 999 981,1 160 000 038,"8,5",6,5 199 999 809
393,29,136,Batna,Fesdis,6 208 108 333,3 558 756 389,"06Â°12'29.19""E","35Â° 35'15.23""N",nan,5,15,10,nan,7 598,"0,515",27 843,47 707,32 391,19 902,"-0,168157842","-0,379685476","7,49","0,01208","0,61386",547,807,J,1772,Xh12-2a,Xh,4,7246,984,7,10701,11350,16669,14059,"0,189835469",3 299 999 952,3 299 999 952,2 900 000 095,3,3,3 200 000 048,3 200 000 048,"3,5",3 700 000 048,3 400 000 095,3 299 999 952,3 200 000 048,"0,699999988","0,829999983",1 049 999 952,124 000 001,124 000 001,1 169 999 957,1 139 999 986,"0,99000001","0,819999993","0,699999988","0,649999976","0,639999986",2 200 000 048,5 400 000 095,9 399 999 619,"13,5",1 589 999 962,16,1 360 000 038,8 899 999 619,5 800 000 191,3 200 000 048,1 399 999 976,"0,899999976",1 039 999 962,1 410 000 038,1 970 000 076,2 529 999 924,2 970 000 076,"30,5","27,5",2 160 000 038,1 729 999 924,1 369 999 981,1 060 000 038,9 600 000 381,29,33,26,33,15,8,20,35,31,36,27,28,8923,10359,14336,19446,24034,26559,25064,23913,20231,16826,12727,9727,6 300 000 191,9 800 000 191,"14,5",1 939 999 962,2 279 999 924,2 320 000 076,2 060 000 038,1 519 999 981,1 160 000 038,"8,5",6,5 199 999 809
394,29,136,Batna,Fesdis,6 208 108 333,3 558 756 389,"06Â°12'29.19""E","35Â° 35'15.23""N",nan,15,30,"22,5",nan,7 758,"0,486","25,35",51 706,27 058,21 235,"-0,281245333","-0,386488761",6 804,"0,01208","0,61386",547,807,J,1772,Xh12-2a,Xh,4,7246,984,7,10701,11350,16669,14059,"0,189835469",3 299 999 952,3 299 999 952,2 900 000 095,3,3,3 200 000 048,3 200 000 048,"3,5",3 700 000 048,3 400 000 095,3 299 999 952,3 200 000 048,"0,699999988","0,829999983",1 049 999 952,124 000 001,124 000 001,1 169 999 957,1 139 999 986,"0,99000001","0,819999993","0,699999988","0,649999976","0,639999986",2 200 000 048,5 400 000 095,9 399 999 619,"13,5",1 589 999 962,16,1 360 000 038,8 899 999 619,5 800 000 191,3 200 000 048,1 399 999 976,"0,899999976",1 039 999 962,1 410 000 038,1 970 000 076,2 529 999 924,2 970 000 076,"30,5","27,5",2 160 000 038,1 729 999 924,1 369 999 981,1 060 000 038,9 600 000 381,29,33,26,33,15,8,20,35,31,36,27,28,8923,10359,14336,19446,24034,26559,25064,23913,20231,16826,12727,9727,6 300 000 191,9 800 000 191,"14,5",1 939 999 962,2 279 999 924,2 320 000 076,2 060 000 038,1 519 999 981,1 160 000 038,"8,5",6,5 199 999 809
395,29,136,Batna,Fesdis,6 208 108 333,3 558 756 389,"06Â°12'29.19""E","35Â° 35'15.23""N",nan,30,60,45,nan,7 888,"0,463",23 329,54 948,22 735,22 316,"-0,38325701","-0,391335616",6 247,"0,01208","0,61386",547,807,J,1772,Xh12-2a,Xh,4,7246,984,7,10701,11350,16669,14059,"0,189835469",3 299 999 952,3 299 999 952,2 900 000 095,3,3,3 200 000 048,3 200 000 048,"3,5",3 700 000 048,3 400 000 095,3 299 999 952,3 200 000 048,"0,699999988","0,829999983",1 049 999 952,124 000 001,124 000 001,1 169 999 957,1 139 999 986,"0,99000001","0,819999993","0,699999988","0,649999976","0,639999986",2 200 000 048,5 400 000 095,9 399 999 619,"13,5",1 589 999 962,16,1 360 000 038,8 899 999 619,5 800 000 191,3 200 000 048,1 399 999 976,"0,899999976",1 039 999 962,1 410 000 038,1 970 000 076,2 529 999 924,2 970 000 076,"30,5","27,5",2 160 000 038,1 729 999 924,1 369 999 981,1 060 000 038,9 600 000 381,29,33,26,33,15,8,20,35,31,36,27,28,8923,10359,14336,19446,24034,26559,25064,23913,20231,16826,12727,9727,6 300 000 191,9 800 000 191,"14,5",1 939 999 962,2 279 999 924,2 320 000 076,2 060 000 038,1 519 999 981,1 160 000 038,"8,5",6,5 199 999 809
396,29,137,Batna,Fesdis,6 224 972 222,3 560 268 333,"06Â°13'29.9""E","35Â° 36' 9.66""N",nan,0,5,"2,5",nan,8 243,"0,444",30 954,55 783,29,15 217,"-0,284103947","-0,564172904",6 794,"0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,970,7,11984,12560,21209,14901,"0,256122479",3 099 999 905,3 299 999 952,2 900 000 095,3,2 900 000 095,3 200 000 048,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,3 200 000 048,3 099 999 905,"0,699999988","0,839999974",1 049 999 952,"1,25",125 999 999,1 179 999 948,1 149 999 976,1,"0,810000002","0,709999979","0,649999976","0,639999986",2 299 999 952,"5,5","9,5",1 380 000 019,1 620 000 076,1 629 999 924,1 389 999 962,9 199 999 809,6,3 299 999 952,1 600 000 024,1,"10,5",1 410 000 038,1 970 000 076,2 539 999 962,2 979 999 924,3 070 000 076,2 770 000 076,2 170 000 076,1 729 999 924,1 369 999 981,1 060 000 038,9 600 000 381,29,33,27,32,15,9,21,36,31,35,27,28,8808,10339,14257,19434,23970,26560,24943,23810,20120,16803,12589,9606,6 400 000 095,9 800 000 191,1 460 000 038,1 960 000 038,23,"23,5",2 079 999 924,"15,5",1 169 999 981,"8,5",6 099 999 905,5 300 000 191
397,29,137,Batna,Fesdis,6 224 972 222,3 560 268 333,"06Â°13'29.9""E","35Â° 36' 9.66""N",nan,5,15,10,nan,8 256,"0,456",30 586,55 951,29,15 049,"-0,285409933","-0,570300288",6 636,"0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,970,7,11984,12560,21209,14901,"0,256122479",3 099 999 905,3 299 999 952,2 900 000 095,3,2 900 000 095,3 200 000 048,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,3 200 000 048,3 099 999 905,"0,699999988","0,839999974",1 049 999 952,"1,25",125 999 999,1 179 999 948,1 149 999 976,1,"0,810000002","0,709999979","0,649999976","0,639999986",2 299 999 952,"5,5","9,5",1 380 000 019,1 620 000 076,1 629 999 924,1 389 999 962,9 199 999 809,6,3 299 999 952,1 600 000 024,1,"10,5",1 410 000 038,1 970 000 076,2 539 999 962,2 979 999 924,3 070 000 076,2 770 000 076,2 170 000 076,1 729 999 924,1 369 999 981,1 060 000 038,9 600 000 381,29,33,27,32,15,9,21,36,31,35,27,28,8808,10339,14257,19434,23970,26560,24943,23810,20120,16803,12589,9606,6 400 000 095,9 800 000 191,1 460 000 038,1 960 000 038,23,"23,5",2 079 999 924,"15,5",1 169 999 981,"8,5",6 099 999 905,5 300 000 191
398,29,137,Batna,Fesdis,6 224 972 222,3 560 268 333,"06Â°13'29.9""E","35Â° 36' 9.66""N",nan,15,30,"22,5",nan,8 309,"0,505",29 133,56 618,29,14 382,"-0,290556603","-0,595135316",6 009,"0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,970,7,11984,12560,21209,14901,"0,256122479",3 099 999 905,3 299 999 952,2 900 000 095,3,2 900 000 095,3 200 000 048,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,3 200 000 048,3 099 999 905,"0,699999988","0,839999974",1 049 999 952,"1,25",125 999 999,1 179 999 948,1 149 999 976,1,"0,810000002","0,709999979","0,649999976","0,639999986",2 299 999 952,"5,5","9,5",1 380 000 019,1 620 000 076,1 629 999 924,1 389 999 962,9 199 999 809,6,3 299 999 952,1 600 000 024,1,"10,5",1 410 000 038,1 970 000 076,2 539 999 962,2 979 999 924,3 070 000 076,2 770 000 076,2 170 000 076,1 729 999 924,1 369 999 981,1 060 000 038,9 600 000 381,29,33,27,32,15,9,21,36,31,35,27,28,8808,10339,14257,19434,23970,26560,24943,23810,20120,16803,12589,9606,6 400 000 095,9 800 000 191,1 460 000 038,1 960 000 038,23,"23,5",2 079 999 924,"15,5",1 169 999 981,"8,5",6 099 999 905,5 300 000 191
399,29,137,Batna,Fesdis,6 224 972 222,3 560 268 333,"06Â°13'29.9""E","35Â° 36' 9.66""N",nan,30,60,45,nan,8 353,"0,545",27 955,57 158,29,13 842,"-0,294679102","-0,615878255",5 501,"0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,970,7,11984,12560,21209,14901,"0,256122479",3 099 999 905,3 299 999 952,2 900 000 095,3,2 900 000 095,3 200 000 048,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,3 200 000 048,3 099 999 905,"0,699999988","0,839999974",1 049 999 952,"1,25",125 999 999,1 179 999 948,1 149 999 976,1,"0,810000002","0,709999979","0,649999976","0,639999986",2 299 999 952,"5,5","9,5",1 380 000 019,1 620 000 076,1 629 999 924,1 389 999 962,9 199 999 809,6,3 299 999 952,1 600 000 024,1,"10,5",1 410 000 038,1 970 000 076,2 539 999 962,2 979 999 924,3 070 000 076,2 770 000 076,2 170 000 076,1 729 999 924,1 369 999 981,1 060 000 038,9 600 000 381,29,33,27,32,15,9,21,36,31,35,27,28,8808,10339,14257,19434,23970,26560,24943,23810,20120,16803,12589,9606,6 400 000 095,9 800 000 191,1 460 000 038,1 960 000 038,23,"23,5",2 079 999 924,"15,5",1 169 999 981,"8,5",6 099 999 905,5 300 000 191
400,29,138,Batna,Fesdis,6 238 977 778,3 561 046 389,"06Â°14'20.32""E","35Â° 36' 37.67""N",nan,0,5,"2,5",nan,"8,07","0,418",25 629,62 258,26 566,11 176,"-0,369869067","-0,745908842",6 994,"0,02995","1,41514",533,769,Kl,1772,Xh12-2a,Xh,4,7246,944,7,11594,12085,21682,14848,"0,284212397",3,3,2 799 999 952,3,2 900 000 095,3 099 999 905,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,3 599 999 905,3,"0,709999979","0,839999974",1 049 999 952,125 999 999,1 269 999 981,1 190 000 057,1 149 999 976,100 999 999,"0,819999993","0,709999979","0,660000026","0,649999976",2 299 999 952,5 599 999 905,9 600 000 381,1 389 999 962,1 639 999 962,1 660 000 038,1 410 000 038,9 399 999 619,6 099 999 905,3 400 000 095,1 600 000 024,1 100 000 024,"10,5",1 419 999 981,1 989 999 962,2 560 000 038,3 010 000 038,31,28,2 189 999 962,1 739 999 962,1 389 999 962,1 080 000 019,9 600 000 381,29,34,27,32,14,9,21,36,31,36,28,29,8631,10236,14217,19467,23907,26494,24939,23754,20138,16760,12439,9447,6 400 000 095,9 899 999 619,1 469 999 981,1 970 000 076,2 329 999 924,2 379 999 924,21,1 569 999 981,1 169 999 981,8 600 000 381,6 199 999 809,5 400 000 095
